EmpID,PerfScoreID,Termd,Salary,Absences,Position,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
,,,,,HR Analyst,7,7,1,7
,,,,,HR Specialist,20,6,14,17
,,,,,Talent Acquisition Specialist,7,7,0,7
,,,,,HR Coordinator,10,8,7,6
,,,,,HR Analyst,2,2,2,2
,,,,,HR Specialist,3,2,0,2
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,0,0,0,0
,,,,,HR Analyst,10,9,6,8
,,,,,HR Specialist,8,6,1,7
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,7,7,7,7
,,,,,HR Analyst,14,11,2,13
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,4,3,0,2
,,,,,HR Coordinator,3,2,0,2
,,,,,HR Analyst,10,4,1,8
,,,,,HR Specialist,4,3,1,3
,,,,,Talent Acquisition Specialist,4,3,1,2
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,7,7,1,7
,,,,,HR Specialist,4,3,1,2
,,,,,Talent Acquisition Specialist,10,7,0,8
,,,,,HR Coordinator,3,2,1,2
,,,,,HR Analyst,2,2,2,2
,,,,,HR Specialist,7,7,7,6
,,,,,Talent Acquisition Specialist,10,7,0,9
,,,,,HR Coordinator,8,7,0,0
,,,,,HR Analyst,2,2,2,2
,,,,,HR Specialist,7,7,0,7
,,,,,Talent Acquisition Specialist,3,0,1,2
,,,,,HR Coordinator,5,3,0,2
,,,,,HR Analyst,3,2,1,2
,,,,,HR Specialist,4,2,1,2
,,,,,Talent Acquisition Specialist,5,2,1,3
,,,,,HR Coordinator,0,0,0,0
,,,,,HR Analyst,3,2,1,2
,,,,,HR Specialist,5,2,1,4
,,,,,Talent Acquisition Specialist,9,8,8,8
,,,,,HR Coordinator,13,7,9,9
,,,,,HR Analyst,7,7,1,7
,,,,,HR Specialist,5,4,0,4
,,,,,Talent Acquisition Specialist,8,7,1,1
,,,,,HR Coordinator,10,7,0,4
,,,,,HR Analyst,6,2,0,4
,,,,,HR Specialist,2,2,2,2
,,,,,Talent Acquisition Specialist,8,4,7,1
,,,,,HR Coordinator,2,2,2,2
,,,,,HR Analyst,2,2,1,2
,,,,,HR Specialist,5,2,0,2
,,,,,Talent Acquisition Specialist,2,2,2,2
,,,,,HR Coordinator,5,3,0,4
,,,,,HR Analyst,4,2,1,3
,,,,,HR Specialist,9,8,7,7
,,,,,Talent Acquisition Specialist,4,3,0,2
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,4,3,0,3
,,,,,HR Specialist,7,6,7,6
,,,,,Talent Acquisition Specialist,5,2,0,3
,,,,,HR Coordinator,4,2,1,3
,,,,,HR Analyst,15,13,5,8
,,,,,HR Specialist,2,1,2,2
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,20,8,11,10
,,,,,HR Analyst,21,8,12,8
,,,,,HR Specialist,10,4,0,9
,,,,,Talent Acquisition Specialist,5,2,1,4
,,,,,HR Coordinator,5,3,1,2
,,,,,HR Analyst,13,9,3,12
,,,,,HR Specialist,2,2,0,2
,,,,,Talent Acquisition Specialist,5,4,1,3
,,,,,HR Coordinator,10,8,8,7
,,,,,HR Analyst,7,7,0,7
,,,,,HR Specialist,26,0,0,12
,,,,,Talent Acquisition Specialist,4,2,1,3
,,,,,HR Coordinator,20,11,0,7
,,,,,HR Analyst,6,3,1,3
,,,,,HR Specialist,5,4,0,2
,,,,,Talent Acquisition Specialist,2,2,2,2
,,,,,HR Coordinator,9,0,1,7
,,,,,HR Analyst,22,7,1,10
,,,,,HR Specialist,22,11,14,10
,,,,,Talent Acquisition Specialist,2,2,2,2
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,3,2,0,2
,,,,,HR Specialist,1,0,1,0
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,9,7,8,1
,,,,,HR Analyst,15,11,2,12
,,,,,HR Specialist,8,7,6,7
,,,,,Talent Acquisition Specialist,5,4,0,2
,,,,,HR Coordinator,3,2,1,1
,,,,,HR Analyst,5,2,0,4
,,,,,HR Specialist,10,7,1,4
,,,,,Talent Acquisition Specialist,5,2,1,4
,,,,,HR Coordinator,4,2,3,3
,,,,,HR Analyst,22,14,13,5
,,,,,HR Specialist,5,2,1,4
,,,,,Talent Acquisition Specialist,10,8,0,9
,,,,,HR Coordinator,4,2,0,1
,,,,,HR Analyst,10,9,1,7
,,,,,HR Specialist,5,4,1,2
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,5,4,0,3
,,,,,HR Analyst,5,4,0,1
,,,,,HR Specialist,2,2,2,2
,,,,,Talent Acquisition Specialist,4,2,2,3
,,,,,HR Coordinator,9,8,5,8
,,,,,HR Analyst,15,14,0,7
,,,,,HR Specialist,10,7,0,2
,,,,,Talent Acquisition Specialist,6,2,1,2
,,,,,HR Coordinator,2,2,2,2
,,,,,HR Analyst,15,10,6,11
,,,,,HR Specialist,3,2,0,2
,,,,,Talent Acquisition Specialist,30,8,12,13
,,,,,HR Coordinator,20,8,13,9
,,,,,HR Analyst,10,2,0,2
,,,,,HR Specialist,5,4,1,4
,,,,,Talent Acquisition Specialist,2,2,2,2
,,,,,HR Coordinator,32,6,13,9
,,,,,HR Analyst,3,2,0,2
,,,,,HR Specialist,7,7,0,7
,,,,,Talent Acquisition Specialist,10,9,1,4
,,,,,HR Coordinator,7,7,0,7
,,,,,HR Analyst,2,1,2,2
,,,,,HR Specialist,4,3,1,2
,,,,,Talent Acquisition Specialist,2,2,0,2
,,,,,HR Coordinator,4,2,0,3
,,,,,HR Analyst,3,2,1,2
,,,,,HR Specialist,1,0,1,0
,,,,,Talent Acquisition Specialist,15,14,5,7
,,,,,HR Coordinator,4,3,0,3
,,,,,HR Analyst,12,8,5,7
,,,,,HR Specialist,2,2,2,2
,,,,,Talent Acquisition Specialist,3,1,1,2
,,,,,HR Coordinator,5,0,1,2
,,,,,HR Analyst,10,9,1,5
,,,,,HR Specialist,4,3,1,2
,,,,,Talent Acquisition Specialist,0,0,0,0
,,,,,HR Coordinator,10,0,0,9
,,,,,HR Analyst,10,6,0,3
,,,,,HR Specialist,0,0,0,0
,,,,,Talent Acquisition Specialist,10,9,8,6
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,10,9,8,8
,,,,,HR Specialist,5,3,1,0
,,,,,Talent Acquisition Specialist,2,2,1,2
,,,,,HR Coordinator,2,0,0,2
,,,,,HR Analyst,11,7,4,8
,,,,,HR Specialist,8,7,5,7
,,,,,Talent Acquisition Specialist,14,9,1,12
,,,,,HR Coordinator,4,3,3,3
,,,,,HR Analyst,5,4,1,4
,,,,,HR Specialist,5,0,0,3
,,,,,Talent Acquisition Specialist,5,3,0,0
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,20,7,0,10
,,,,,HR Specialist,3,2,1,0
,,,,,Talent Acquisition Specialist,10,8,4,7
,,,,,HR Coordinator,3,2,1,2
,,,,,HR Analyst,3,2,1,2
,,,,,HR Specialist,9,8,5,8
,,,,,Talent Acquisition Specialist,5,4,1,4
,,,,,HR Coordinator,5,3,4,2
,,,,,HR Analyst,8,7,1,7
,,,,,HR Specialist,13,12,1,9
,,,,,Talent Acquisition Specialist,5,4,0,2
,,,,,HR Coordinator,23,15,14,4
,,,,,HR Analyst,6,3,3,3
,,,,,HR Specialist,7,7,5,7
,,,,,Talent Acquisition Specialist,16,9,14,14
,,,,,HR Coordinator,15,12,11,11
,,,,,HR Analyst,10,1,0,8
,,,,,HR Specialist,9,7,2,8
,,,,,Talent Acquisition Specialist,10,8,8,7
,,,,,HR Coordinator,2,2,2,2
,,,,,HR Analyst,7,7,7,7
,,,,,HR Specialist,5,3,1,3
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,5,4,0,4
,,,,,HR Analyst,5,3,0,4
,,,,,HR Specialist,5,3,0,4
,,,,,Talent Acquisition Specialist,5,4,1,0
,,,,,HR Coordinator,10,0,7,9
,,,,,HR Analyst,5,2,0,4
,,,,,HR Specialist,12,9,2,8
,,,,,Talent Acquisition Specialist,14,10,6,11
,,,,,HR Coordinator,5,3,1,0
,,,,,HR Analyst,5,4,0,3
,,,,,HR Specialist,17,14,12,11
,,,,,Talent Acquisition Specialist,4,3,2,2
,,,,,HR Coordinator,5,2,0,0
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,1,0,0,1
,,,,,Talent Acquisition Specialist,36,6,2,13
,,,,,HR Coordinator,10,8,4,8
,,,,,HR Analyst,14,8,2,1
,,,,,HR Specialist,3,2,0,2
,,,,,Talent Acquisition Specialist,6,5,1,2
,,,,,HR Coordinator,16,11,6,8
,,,,,HR Analyst,9,8,1,5
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,5,3,0,4
,,,,,HR Coordinator,4,2,0,3
,,,,,HR Analyst,21,7,7,7
,,,,,HR Specialist,6,2,0,3
,,,,,Talent Acquisition Specialist,5,3,0,4
,,,,,HR Coordinator,11,10,5,7
,,,,,HR Analyst,3,2,1,2
,,,,,HR Specialist,4,2,1,2
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,10,8,4,7
,,,,,HR Analyst,7,2,7,7
,,,,,HR Specialist,5,3,0,0
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,2,2,2,2
,,,,,HR Analyst,33,7,1,9
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,2,2,2,2
,,,,,HR Coordinator,7,1,0,7
,,,,,HR Analyst,0,0,0,0
,,,,,HR Specialist,6,3,0,1
,,,,,Talent Acquisition Specialist,23,5,14,10
,,,,,HR Coordinator,3,2,1,2
,,,,,HR Analyst,1,0,1,0
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,4,1,0,3
,,,,,HR Specialist,10,9,9,8
,,,,,Talent Acquisition Specialist,5,2,1,4
,,,,,HR Coordinator,9,7,0,7
,,,,,HR Analyst,4,2,1,0
,,,,,HR Specialist,5,4,1,0
,,,,,Talent Acquisition Specialist,10,3,0,8
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,7,7,4,3
,,,,,HR Specialist,3,2,2,2
,,,,,Talent Acquisition Specialist,13,12,6,0
,,,,,HR Coordinator,10,8,6,7
,,,,,HR Analyst,1,0,0,0
,,,,,HR Specialist,0,0,0,0
,,,,,Talent Acquisition Specialist,1,0,1,0
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,4,1,0,3
,,,,,HR Specialist,8,7,7,7
,,,,,Talent Acquisition Specialist,9,7,7,7
,,,,,HR Coordinator,0,0,0,0
,,,,,HR Analyst,5,1,1,4
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,2,0,2,2
,,,,,HR Analyst,5,3,2,3
,,,,,HR Specialist,2,2,2,2
,,,,,Talent Acquisition Specialist,1,0,0,0
,,,,,HR Coordinator,0,0,0,0
,,,,,HR Analyst,10,7,0,8
,,,,,HR Specialist,2,2,2,0
,,,,,Talent Acquisition Specialist,2,2,2,2
,,,,,HR Coordinator,1,1,0,0
,,,,,HR Analyst,4,2,0,3
,,,,,HR Specialist,5,4,1,2
,,,,,Talent Acquisition Specialist,3,2,2,0
,,,,,HR Coordinator,2,2,2,2
,,,,,HR Analyst,2,2,2,2
,,,,,HR Specialist,2,2,2,2
,,,,,Talent Acquisition Specialist,2,2,2,2
,,,,,HR Coordinator,10,7,7,7
,,,,,HR Analyst,9,7,3,7
,,,,,HR Specialist,8,7,0,7
,,,,,Talent Acquisition Specialist,4,3,1,3
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,15,9,10,10
,,,,,HR Specialist,0,0,0,0
,,,,,Talent Acquisition Specialist,5,2,3,0
,,,,,HR Coordinator,1,0,1,0
,,,,,HR Analyst,11,9,6,7
,,,,,HR Specialist,1,0,0,0
,,,,,Talent Acquisition Specialist,3,2,0,2
,,,,,HR Coordinator,1,0,0,0
,,,,,HR Analyst,25,8,3,7
,,,,,HR Specialist,3,2,1,2
,,,,,Talent Acquisition Specialist,4,2,1,3
,,,,,HR Coordinator,5,3,0,3
,,,,,HR Analyst,12,6,2,11
,,,,,HR Specialist,0,0,0,0
,,,,,Talent Acquisition Specialist,4,2,1,3
,,,,,HR Coordinator,14,13,4,8
,,,,,HR Analyst,10,2,6,7
,,,,,,9,7,4,2
,,,,,,22,6,5,17
,,,,,,2,2,2,1
,,,,,,1,1,0,0
,,,,,,4,2,1,3
,,,,,,10,0,1,8
,,,,,,1,0,0,0
,,,,,,2,0,2,0
,,,,,,5,3,1,4
,,,,,,3,2,0,2
,,,,,,2,2,2,2
,,,,,,1,1,0,0
,,,,,,5,3,1,3
,,,,,,1,0,0,0
,,,,,,1,0,0,0
,,,,,,1,0,0,1
,,,,,,9,8,1,7
,,,,,,12,8,3,7
,,,,,,22,15,15,8
,,,,,,9,5,8,7
,,,,,,1,0,0,0
,,,,,,9,6,0,8
,,,,,,1,0,0,1
,,,,,,1,0,0,0
,,,,,,2,2,2,2
,,,,,,4,3,1,3
,,,,,,4,0,2,3
,,,,,,2,2,0,0
,,,,,,15,14,8,12
,,,,,,9,8,1,8
,,,,,,2,2,2,2
,,,,,,7,7,1,7
,,,,,,7,5,0,7
,,,,,,9,8,7,8
,,,,,,10,3,9,9
,,,,,,27,3,13,8
,,,,,,21,16,7,9
,,,,,,17,14,12,8
,,,,,,5,0,0,2
,,,,,,6,5,0,3
,,,,,,1,0,0,0
,,,,,,3,2,1,2
,,,,,,1,0,0,0
,,,,,,4,3,1,3
,,,,,,5,4,0,4
,,,,,,1,1,1,0
,,,,,,10,4,0,9
,,,,,,1,0,0,0
,,,,,,11,7,1,8
,,,,,,15,13,2,8
,,,,,,0,0,0,0
,,,,,,5,2,0,2
,,,,,,4,2,0,2
,,,,,,10,8,3,0
,,,,,,6,4,0,4
,,,,,,1,0,1,0
,,,,,,13,11,1,9
,,,,,,5,2,1,3
,,,,,,6,4,0,2
,,,,,,0,0,0,0
,,,,,,4,2,0,3
,,,,,,11,10,10,8
,,,,,,9,8,4,7
,,,,,,22,3,11,11
,,,,,,10,7,1,0
,,,,,,11,8,2,7
,,,,,,10,9,9,5
,,,,,,11,8,5,7
,,,,,,4,3,0,3
,,,,,,3,2,0,2
,,,,,,5,4,0,4
,,,,,,37,10,1,8
,,,,,,3,2,1,2
,,,,,,3,2,0,2
,,,,,,1,0,0,0
,,,,,,1,0,1,0
,,,,,,16,13,2,10
,,,,,,1,0,0,0
,,,,,,3,2,2,2
,,,,,,8,3,0,7
,,,,,,6,4,0,3
,,,,,,2,2,2,1
,,,,,,0,0,0,0
,,,,,,13,12,12,8
,,,,,,9,7,0,6
,,,,,,5,3,4,4
,,,,,,5,3,1,2
,,,,,,1,0,0,0
,,,,,,5,3,1,3
,,,,,,11,10,5,8
,,,,,,9,7,2,8
,,,,,,1,0,0,0
,,,,,,25,12,4,12
,,,,,,10,7,0,9
,,,,,,7,7,0,7
,,,,,,5,4,4,3
,,,,,,20,18,15,15
,,,,,,7,7,7,7
,,,,,,5,4,4,3
,,,,,,40,10,15,6
,,,,,,0,0,0,0
,,,,,,2,1,2,1
,,,,,,15,11,5,11
,,,,,,3,2,1,2
,,,,,,2,2,2,1
,,,,,,2,2,2,2
,,,,,,9,7,0,7
,,,,,,8,7,5,7
,,,,,,3,2,0,1
,,,,,,4,2,0,3
,,,,,,15,11,5,9
,,,,,,2,2,2,2
,,,,,,11,9,4,7
,,,,,,5,4,0,4
,,,,,,6,5,0,3
,,,,,,3,2,2,2
,,,,,,5,4,0,4
,,,,,,8,7,0,7
,,,,,,3,2,2,2
,,,,,,5,3,1,2
,,,,,,7,6,7,7
,,,,,,5,0,1,4
,,,,,,1,0,0,0
,,,,,,20,7,2,13
,,,,,,10,8,0,6
,,,,,,7,7,4,5
,,,,,,17,9,0,15
,,,,,,9,8,3,7
,,,,,,10,7,0,9
,,,,,,1,0,0,0
,,,,,,1,0,0,0
,,,,,,12,11,2,11
,,,,,,4,3,1,2
,,,,,,2,2,2,2
,,,,,,2,2,2,2
,,,,,,5,2,0,2
,,,,,,5,3,1,4
,,,,,,1,1,0,1
,,,,,,5,4,4,4
,,,,,,9,8,1,8
,,,,,,10,9,7,4
,,,,,,8,3,0,7
,,,,,,5,4,1,4
,,,,,,5,2,1,1
,,,,,,0,0,0,0
,,,,,,8,7,7,2
,,,,,,12,9,6,10
,,,,,,5,4,0,3
,,,,,,2,2,2,2
,,,,,,3,1,0,2
,,,,,,1,0,1,0
,,,,,,24,13,15,7
,,,,,,2,2,2,1
,,,,,,4,2,0,2
,,,,,,3,2,1,2
,,,,,,4,3,0,2
,,,,,,3,2,0,2
,,,,,,4,2,1,3
,,,,,,8,7,1,6
,,,,,,20,8,9,9
,,,,,,24,15,2,15
,,,,,,10,9,1,9
,,,,,,7,7,1,0
,,,,,,33,18,11,9
,,,,,,7,7,0,3
,,,,,,1,0,0,1
,,,,,,5,4,2,2
,,,,,,20,8,11,8
,,,,,,8,7,1,7
,,,,,,6,2,1,2
,,,,,,5,3,0,2
,,,,,,1,0,0,0
,,,,,,7,7,1,7
,,,,,,2,2,2,0
,,,,,,7,7,1,7
,,,,,,5,3,2,0
,,,,,,7,2,3,7
,,,,,,1,0,0,0
,,,,,,10,4,1,9
,,,,,,4,2,2,2
,,,,,,8,1,1,7
,,,,,,3,2,0,2
,,,,,,4,2,0,3
,,,,,,14,8,9,8
,,,,,,11,8,5,8
,,,,,,7,7,0,7
,,,,,,10,9,4,7
,,,,,,5,2,0,4
,,,,,,1,0,0,0
,,,,,,6,3,0,1
,,,,,,6,2,1,5
,,,,,,19,7,12,8
,,,,,,6,2,0,5
,,,,,,13,11,3,7
,,,,,,3,2,1,1
,,,,,,10,8,0,7
,,,,,,16,10,5,13
,,,,,,5,4,1,4
,,,,,,1,0,0,0
,,,,,,9,8,5,8
,,,,,,11,10,4,1
,,,,,,10,7,0,8
,,,,,,4,3,0,1
,,,,,,2,2,2,2
,,,,,,22,17,11,15
,,,,,,2,2,2,2
,,,,,,7,0,0,6
,,,,,,5,4,0,4
,,,,,,17,13,1,9
,,,,,,9,7,1,7
,,,,,,33,7,15,12
,,,,,,4,3,1,2
,,,,,,3,2,1,2
,,,,,,3,2,1,2
,,,,,,3,2,2,2
,,,,,,1,0,0,0
,,,,,,9,8,4,7
,,,,,,24,0,1,7
,,,,,,2,2,2,2
,,,,,,2,2,0,2
,,,,,,11,9,5,9
,,,,,,3,1,0,2
,,,,,,3,2,0,2
,,,,,,1,0,0,0
,,,,,,19,6,11,8
,,,,,,6,5,1,5
,,,,,,3,2,0,2
,,,,,,3,2,0,2
,,,,,,4,2,1,2
,,,,,,9,6,7,8
,,,,,,21,7,3,9
,,,,,,1,0,0,0
,,,,,,5,4,1,4
,,,,,,5,1,0,3
,,,,,,8,7,7,5
,,,,,,6,2,0,4
,,,,,,7,7,7,7
,,,,,,0,0,0,0
,,,,,,0,0,0,0
,,,,,,9,0,7,8
,,,,,,6,3,1,5
,,,,,,20,7,4,10
,,,,,,15,13,10,11
,,,,,,36,10,4,13
,,,,,,10,7,9,9
,,,,,,5,2,0,4
,,,,,,5,4,0,1
,,,,,,3,2,1,0
,,,,,,5,2,0,2
,,,,,,7,7,6,2
,,,,,,8,0,7,7
,,,,,,6,5,1,4
,,,,,,10,4,1,6
,,,,,,5,3,1,3
,,,,,,20,16,11,6
,,,,,,10,7,0,9
,,,,,,10,7,0,8
,,,,,,5,3,3,3
,,,,,,17,12,5,7
,,,,,,1,0,0,0
,,,,,,2,2,1,2
,,,,,,3,2,0,2
,,,,,,5,3,0,2
,,,,,,3,2,1,2
,,,,,,8,0,7,7
,,,,,,2,2,2,2
,,,,,,8,7,7,4
,,,,,,4,2,1,2
,,,,,,20,4,4,8
,,,,,,0,0,0,0
,,,,,,11,9,6,9
,,,,,,1,0,0,0
,,,,,,4,1,1,2
,,,,,,22,10,0,4
,,,,,,0,0,0,0
,,,,,,8,3,0,7
,,,,,,8,7,7,7
,,,,,,18,10,3,7
,,,,,,9,8,0,8
,,,,,,13,8,4,8
,,,,,,10,8,0,1
,,,,,,5,3,1,2
,,,,,,5,2,0,3
,,,,,,2,2,1,0
,,,,,,24,9,9,11
,,,,,,2,2,2,2
,,,,,,10,6,8,8
,,,,,,21,9,11,10
,,,,,,8,7,1,7
,,,,,,7,1,0,7
,,,,,,8,2,7,7
,,,,,,4,3,1,2
,,,,,,13,12,11,9
,,,,,,5,4,0,4
,,,,,,7,7,1,7
,,,,,,7,7,0,7
,,,,,,3,2,2,2
,,,,,,10,8,1,9
,,,,,,10,9,8,9
,,,,,,21,9,13,3
,,,,,,1,0,0,0
,,,,,,7,7,0,1
,,,,,,3,2,1,1
,,,,,,9,7,0,0
,,,,,,5,4,1,4
,,,,,,4,3,0,3
,,,,,,1,0,0,0
,,,,,,10,9,9,8
,,,,,,4,3,0,2
,,,,,,7,7,0,7
,,,,,,3,2,2,2
,,,,,,10,9,1,2
,,,,,,8,7,0,7
,,,,,,6,2,0,4
,,,,,,11,10,2,9
,,,,,,11,9,4,10
,,,,,,7,7,1,7
,,,,,,16,6,0,13
,,,,,,4,2,0,2
,,,,,,5,4,1,2
,,,,,,0,0,0,0
,,,,,,1,0,0,0
,,,,,,4,3,0,2
,,,,,,3,2,1,0
,,,,,,8,0,0,7
,,,,,,0,0,0,0
,,,,,,7,7,6,7
,,,,,,2,2,2,2
,,,,,,8,7,7,7
,,,,,,1,0,0,0
,,,,,,3,2,1,2
,,,,,,1,0,0,0
,,,,,,13,9,1,12
,,,,,,3,2,1,2
,,,,,,7,7,1,7
,,,,,,3,2,2,2
,,,,,,1,0,0,0
,,,,,,5,4,0,3
,,,,,,1,0,0,0
,,,,,,8,7,7,7
,,,,,,4,3,1,3
,,,,,,6,4,1,0
,,,,,,2,2,2,2
,,,,,,1,0,0,0
,,,,,,3,2,1,2
,,,,,,1,1,0,0
,,,,,,5,2,0,4
,,,,,,7,5,0,7
,,,,,,5,2,0,0
,,,,,,7,7,0,7
,,,,,,2,2,2,2
,,,,,,5,2,0,4
,,,,,,5,4,1,2
,,,,,,5,2,0,3
,,,,,,1,0,0,0
,,,,,,6,4,0,4
,,,,,,2,1,1,2
,,,,,,10,9,9,0
,,,,,,1,0,0,0
,,,,,,18,7,12,17
,,,,,,5,4,1,3
,,,,,,5,2,1,2
,,,,,,1,0,0,1
,,,,,,25,10,3,9
,,,,,,1,0,0,0
,,,,,,4,2,1,2
,,,,,,3,2,1,2
,,,,,,13,10,3,12
,,,,,,3,2,1,2
,,,,,,5,2,0,2
,,,,,,5,4,1,3
,,,,,,13,11,10,7
,,,,,,4,2,3,2
,,,,,,21,8,1,6
,,,,,,7,7,7,7
,,,,,,5,4,4,4
,,,,,,10,7,0,7
,,,,,,10,0,1,8
,,,,,,2,2,0,2
,,,,,,5,4,0,4
,,,,,,2,2,0,2
,,,,,,5,2,1,4
,,,,,,5,4,0,2
,,,,,,5,4,0,2
,,,,,,29,8,11,10
,,,,,,10,7,0,8
,,,,,,6,5,0,4
,,,,,,5,3,1,4
,,,,,,2,2,1,0
,,,,,,1,0,0,0
,,,,,,20,15,1,12
,,,,,,3,2,0,2
,,,,,,5,3,1,4
,,,,,,10,2,0,7
,,,,,,2,2,1,1
,,,,,,1,0,0,0
,,,,,,9,8,7,8
,,,,,,1,0,0,0
,,,,,,27,10,15,7
,,,,,,11,7,6,7
,,,,,,18,13,13,11
,,,,,,5,0,0,4
,,,,,,3,2,0,1
,,,,,,5,4,4,3
,,,,,,1,0,0,0
,,,,,,7,3,5,7
,,,,,,3,2,1,2
,,,,,,13,8,0,8
,,,,,,7,6,7,7
,,,,,,4,3,1,3
,,,,,,3,2,1,2
,,,,,,8,7,0,0
,,,,,,1,0,0,0
,,,,,,3,2,0,2
,,,,,,2,2,2,0
,,,,,,10,3,9,7
,,,,,,2,2,1,2
,,,,,,9,7,6,7
,,,,,,10,9,7,7
,,,,,,14,3,1,10
,,,,,,11,9,6,9
,,,,,,20,6,5,13
,,,,,,8,3,0,7
,,,,,,6,5,0,5
,,,,,,10,9,5,8
,,,,,,8,7,3,7
,,,,,,7,7,1,0
,,,,,,3,2,1,2
,,,,,,6,1,0,5
,,,,,,5,4,0,1
,,,,,,0,0,0,0
,,,,,,1,0,0,1
,,,,,,8,7,0,7
,,,,,,0,0,0,0
,,,,,,5,4,0,3
,,,,,,10,7,5,7
,,,,,,1,0,0,0
,,,,,,6,5,1,2
,,,,,,2,2,1,2
,,,,,,18,16,11,8
,,,,,,9,5,7,7
,,,,,,10,9,6,9
,,,,,,4,2,1,2
,,,,,,2,2,2,1
,,,,,,1,0,0,0
,,,,,,6,5,4,3
,,,,,,31,9,0,9
,,,,,,6,5,1,4
,,,,,,5,3,1,4
,,,,,,1,0,0,0
,,,,,,32,5,10,7
,,,,,,7,4,0,6
,,,,,,6,3,1,2
,,,,,,1,0,0,0
,,,,,,6,5,1,3
,,,,,,3,1,1,2
,,,,,,3,2,0,2
,,,,,,7,7,5,7
,,,,,,5,3,0,3
,,,,,,3,0,1,0
,,,,,,1,0,0,0
,,,,,,10,2,2,2
,,,,,,1,0,0,0
,,,,,,0,0,0,0
,,,,,,8,7,4,7
,,,,,,3,2,0,2
,,,,,,2,2,0,2
,,,,,,8,2,0,6
,,,,,,4,3,0,2
,,,,,,3,2,1,2
,,,,,,2,2,0,1
,,,,,,2,2,2,2
,,,,,,5,0,1,2
,,,,,,6,4,0,5
,,,,,,1,0,0,0
,,,,,,14,7,8,10
,,,,,,10,9,8,8
,,,,,,1,1,0,0
,,,,,,3,2,0,2
,,,,,,10,7,7,8
,,,,,,6,0,1,2
,,,,,,17,11,11,8
,,,,,,13,11,4,7
,,,,,,9,7,7,1
,,,,,,3,2,0,2
,,,,,,4,2,1,1
,,,,,,1,0,1,1
,,,,,,10,8,9,7
,,,,,,1,0,0,0
,,,,,,3,2,0,2
,,,,,,3,2,1,2
,,,,,,7,7,0,5
,,,,,,10,7,2,8
,,,,,,2,2,2,2
,,,,,,6,5,0,4
,,,,,,1,0,0,0
,,,,,,20,8,3,8
,,,,,,8,7,7,7
,,,,,,2,2,2,0
,,,,,,20,7,11,10
,,,,,,10,7,0,8
,,,,,,4,3,1,3
,,,,,,9,7,1,8
,,,,,,9,7,0,7
,,,,,,7,7,7,7
,,,,,,7,7,1,7
,,,,,,18,13,1,12
,,,,,,5,1,1,3
,,,,,,21,6,12,6
,,,,,,2,2,2,2
,,,,,,9,7,1,7
,,,,,,22,7,2,10
,,,,,,2,2,2,2
,,,,,,7,7,3,7
,,,,,,8,7,0,5
,,,,,,1,0,0,0
,,,,,,5,2,1,4
,,,,,,22,2,11,13
,,,,,,8,7,7,7
,,,,,,1,0,0,0
,,,,,,2,2,2,2
,,,,,,2,2,2,2
,,,,,,5,1,4,3
,,,,,,4,3,0,2
,,,,,,8,3,3,6
,,,,,,10,7,1,1
,,,,,,4,2,2,3
,,,,,,7,6,0,7
,,,,,,2,2,2,2
,,,,,,2,2,2,2
,,,,,,1,0,0,0
,,,,,,10,8,4,7
,,,,,,1,0,0,1
,,,,,,0,0,0,0
,,,,,,34,6,1,16
,,,,,,10,9,7,8
,,,,,,6,5,1,4
,,,,,,8,7,3,1
,,,,,,2,2,0,2
,,,,,,5,4,1,3
,,,,,,6,5,1,4
,,,,,,5,2,1,4
,,,,,,10,7,0,9
,,,,,,4,3,1,2
,,,,,,2,2,2,0
,,,,,,8,7,1,1
